535 1531 0.015310
539 3982 0.039820
541 1293 0.012930
542 3735 0.037350
545 773 0.007730
547 1050 0.010500
549 2843 0.028430
551 1203 0.012030
555 1114 0.011140
558 587 0.005870
559 957 0.009570
562 2783 0.027830
564 1065 0.010650
566 640 0.006400
568 1102 0.011020
569 956 0.009560
570 2835 0.028350
572 2902 0.029020
573 1589 0.015890
574 1229 0.012290
575 1297 0.012970
577 1337 0.013370
578 1695 0.016950
579 1290 0.012900
580 2164 0.021640
581 1667 0.016670
582 2943 0.029430
584 1389 0.013890
586 856 0.008560
591 814 0.008140
592 1241 0.012410
594 2601 0.026010
595 1516 0.015160
596 797 0.007970
598 2883 0.028830
599 3219 0.032190
601 1192 0.011920
606 1652 0.016520
607 2668 0.026680
609 999 0.009990
612 1444 0.014440
615 3134 0.031340
617 568 0.005680
618 2614 0.026140
619 1337 0.013370
621 2100 0.021000
623 826 0.008260
624 1845 0.018450
625 915 0.009150
627 874 0.008740
629 1102 0.011020
630 893 0.008930
631 1523 0.015230
632 2793 0.027930
633 1070 0.010700
634 780 0.007800
635 2492 0.024920
639 2288 0.022880
640 1572 0.015720
641 932 0.009320
642 1494 0.014940
643 830 0.008300
646 581 0.005810
648 551 0.005510
649 653 0.006530
650 1292 0.012920
652 1288 0.012880
654 2634 0.026340
658 506 0.005060
659 1881 0.018810
660 835 0.008350
661 610 0.006100
662 2693 0.026930
664 2354 0.023540
666 1297 0.012970
673 743 0.007430
674 1635 0.016350
675 2527 0.025270
676 2976 0.029760
677 2717 0.027170
679 1329 0.013290
683 4132 0.041320
685 5408 0.054080
687 1495 0.014950
688 1762 0.017620
689 1132 0.011320
690 817 0.008170
691 778 0.007780
693 4993 0.049930
695 2847 0.028470
702 1283 0.012830
704 546 0.005460
705 1794 0.017940
706 888 0.008880
707 1923 0.019230
708 1354 0.013540
709 1090 0.010900
710 672 0.006720
711 1044 0.010440
712 714 0.007140
713 845 0.008450
714 716 0.007160
717 1199 0.011990
719 1238 0.012380
720 663 0.006630
721 3864 0.038640
723 5845 0.058450
724 829 0.008290
731 602 0.006020
732 560 0.005600
733 799 0.007990
734 1141 0.011410
736 1689 0.016890
737 1470 0.014700
739 2129 0.021290
741 1632 0.016320
743 953 0.009530
745 2177 0.021770
746 909 0.009090
747 1982 0.019820
750 1330 0.013300
753 2578 0.025780
754 578 0.005780
759 2860 0.028600
760 788 0.007880
761 698 0.006980
763 792 0.007920
764 1862 0.018620
766 1705 0.017050
767 6265 0.062650
770 1622 0.016220
772 505 0.005050
775 2046 0.020460
776 3771 0.037710
779 2514 0.025140
781 2306 0.023060
783 2767 0.027670
785 1257 0.012570
786 947 0.009470
789 2386 0.023860
790 4309 0.043090
791 1094 0.010940
793 1306 0.013060
794 3063 0.030630
795 624 0.006240
796 3361 0.033610
798 2684 0.026840
799 3103 0.031030
801 1916 0.019160
802 835 0.008350
804 2237 0.022370
805 1315 0.013150
806 1789 0.017890
810 2163 0.021630
811 1267 0.012670
813 1518 0.015180
815 1672 0.016720
816 1358 0.013580
820 1257 0.012570
821 1473 0.014730
824 1031 0.010310
825 565 0.005650
826 3085 0.030850
827 2022 0.020220
829 542 0.005420
830 6810 0.068100
831 841 0.008410
832 852 0.008520
833 2062 0.020620
834 629 0.006290
835 1373 0.013730
836 732 0.007320
838 619 0.006190
839 953 0.009530
840 854 0.008540
842 1927 0.019270
843 752 0.007520
844 1222 0.012220
845 2814 0.028140
846 585 0.005850
847 1480 0.014800
852 577 0.005770
853 538 0.005380
854 1804 0.018040
855 2847 0.028470
856 939 0.009390
858 1588 0.015880
859 866 0.008660
860 1242 0.012420
861 1255 0.012550
863 3649 0.036490
868 1530 0.015300
869 510 0.005100
872 2810 0.028100
875 2237 0.022370
879 2047 0.020470
880 865 0.008650
884 4902 0.049020
885 1645 0.016450
886 3043 0.030430
887 3053 0.030530
888 1671 0.016710
889 3686 0.036860
891 1437 0.014370
894 1947 0.019470
896 3385 0.033850
898 1935 0.019350
900 1252 0.012520
901 1165 0.011650
904 711 0.007110
906 640 0.006400
907 1444 0.014440
910 525 0.005250
911 1695 0.016950
912 586 0.005860
913 1009 0.010090
914 1939 0.019390
915 4037 0.040370
919 3012 0.030120
920 3710 0.037100
922 2425 0.024250
923 990 0.009900
924 1753 0.017530
926 652 0.006520
927 672 0.006720
929 1034 0.010340
933 1786 0.017860
934 523 0.005230
935 510 0.005100
936 1742 0.017420
938 4681 0.046810
939 766 0.007660
941 536 0.005360
942 1126 0.011260
944 821 0.008210
945 2794 0.027940
946 536 0.005360
947 1350 0.013500
948 3690 0.036900
949 1149 0.011490
950 1414 0.014140
951 1463 0.014630
953 1574 0.015740
954 525 0.005250
957 3626 0.036260
961 2732 0.027320
964 1327 0.013270
965 1518 0.015180
967 3921 0.039210
968 1695 0.016950
970 849 0.008490
971 2086 0.020860
974 512 0.005120
976 1764 0.017640
979 1141 0.011410
981 899 0.008990
982 1542 0.015420
983 1640 0.016400
985 1756 0.017560
989 1164 0.011640
990 1289 0.012890
992 1268 0.012680
993 1116 0.011160
996 1521 0.015210
999 2713 0.027130
