2 8 149 2149 0.002266
2 12 26 1458 0.001537
2 4 274 1521 0.001604
2 12 28 7445 0.007850
2 12 29 1031 0.001087
2 4 279 1397 0.001473
2 12 33 1101 0.001161
2 12 41 3729 0.003932
2 12 47 1037 0.001093
2 4 295 2482 0.002617
2 12 50 1517 0.001600
2 7 206 2815 0.002968
2 12 56 4602 0.004852
2 4 304 1693 0.001785
2 12 57 2019 0.002129
2 7 216 3490 0.003680
2 7 219 15480 0.016322
2 12 65 5831 0.006148
2 4 315 1268 0.001337
2 4 317 2227 0.002348
2 12 70 3336 0.003517
2 12 72 1069 0.001127
2 12 74 1396 0.001472
2 7 230 1354 0.001428
2 12 78 6312 0.006655
2 8 206 1768 0.001864
2 12 84 4453 0.004695
2 12 88 1756 0.001852
2 12 91 2879 0.003036
2 7 247 1103 0.001163
2 8 219 2568 0.002708
2 7 255 1550 0.001634
2 7 256 1217 0.001283
2 7 260 1023 0.001079
2 7 266 961 0.001013
2 7 270 2870 0.003026
2 7 274 3202 0.003376
2 7 279 2572 0.002712
2 4 379 1009 0.001064
2 12 136 2622 0.002765
2 7 291 1386 0.001461
2 12 137 4006 0.004224
2 12 139 5382 0.005675
2 7 295 3374 0.003557
2 12 149 10888 0.011480
2 7 304 3515 0.003706
2 8 279 1609 0.001697
2 12 156 1245 0.001313
2 7 315 2743 0.002892
2 7 317 4263 0.004495
2 7 322 1311 0.001382
2 4 439 1365 0.001439
2 8 322 1178 0.001242
2 4 447 1930 0.002035
2 12 206 2236 0.002358
2 7 362 1683 0.001775
2 7 365 1777 0.001874
2 12 216 2926 0.003085
2 12 219 12106 0.012764
2 7 379 2252 0.002374
2 7 380 1393 0.001469
2 12 230 1106 0.001166
2 4 491 1746 0.001841
2 12 255 1345 0.001418
2 12 256 1041 0.001098
2 4 505 1121 0.001182
2 7 424 1673 0.001764
2 12 270 2232 0.002353
2 12 274 2596 0.002737
2 12 279 2004 0.002113
2 7 435 949 0.001001
2 7 439 3120 0.003290
2 12 291 1144 0.001206
2 7 447 3718 0.003920
2 12 295 2229 0.002350
2 12 304 2834 0.002988
2 12 315 2250 0.002372
2 12 317 3438 0.003625
2 12 322 1075 0.001133
2 7 491 2458 0.002592
2 7 493 1260 0.001329
2 7 495 1433 0.001511
2 7 505 2252 0.002374
2 7 507 1258 0.001326
2 7 513 1980 0.002088
2 12 362 1473 0.001553
2 12 365 1483 0.001564
2 7 522 984 0.001038
2 12 379 1812 0.001911
2 12 380 1197 0.001262
2 7 574 1013 0.001068
2 12 424 1486 0.001567
2 7 585 1289 0.001359
2 12 439 2764 0.002914
2 12 447 2886 0.003043
2 7 632 1069 0.001127
2 7 633 1246 0.001314
2 7 634 1403 0.001479
2 7 641 1548 0.001632
2 7 645 1417 0.001494
2 4 738 1543 0.001627
2 12 491 1576 0.001662
2 12 493 1072 0.001130
2 12 495 1248 0.001316
2 12 505 1745 0.001840
2 7 660 1004 0.001059
2 12 507 1144 0.001206
2 7 663 1705 0.001798
2 12 513 1702 0.001795
2 7 668 1886 0.001989
2 7 671 1399 0.001475
2 7 679 1143 0.001205
2 28 33 951 0.001003
2 28 50 1320 0.001392
2 29 33 1281 0.001351
2 28 78 994 0.001048
2 28 84 1776 0.001873
2 7 738 3228 0.003404
2 28 88 1563 0.001648
2 12 585 968 0.001021
2 7 748 1151 0.001214
2 7 763 1007 0.001062
2 12 633 1013 0.001068
2 12 634 1156 0.001219
2 12 641 1225 0.001292
2 28 149 1442 0.001520
2 12 645 1111 0.001171
2 26 219 963 0.001015
2 12 663 1388 0.001463
2 12 668 1600 0.001687
2 12 671 1112 0.001172
2 12 679 953 0.001005
2 28 206 1805 0.001903
2 28 219 1693 0.001785
3 4 5 1309 0.001380
3 4 7 11108 0.011712
3 4 8 2146 0.002263
3 4 12 7266 0.007661
2 12 738 2626 0.002769
2 4 988 1390 0.001466
3 4 28 1493 0.001574
2 7 898 1653 0.001743
2 12 748 949 0.001001
3 5 7 1809 0.001907
3 5 12 1198 0.001263
2 7 917 1861 0.001962
3 4 56 1190 0.001255
2 8 898 1592 0.001679
2 28 279 1555 0.001640
3 4 78 1198 0.001263
3 7 8 4211 0.004440
3 7 12 14681 0.015479
2 28 322 992 0.001046
2 7 988 3025 0.003190
3 7 28 2798 0.002950
2 7 994 1265 0.001334
3 7 41 1293 0.001363
3 8 12 3356 0.003539
3 7 56 1597 0.001684
3 4 149 1349 0.001422
3 8 28 2007 0.002116
3 7 65 1893 0.001996
3 7 70 1205 0.001271
3 7 78 2380 0.002509
3 7 84 1750 0.001845
2 12 898 1331 0.001403
2 12 917 1606 0.001693
3 4 219 1705 0.001798
3 7 137 1368 0.001442
3 7 139 1758 0.001854
3 7 149 2821 0.002974
2 41 78 1095 0.001155
2 7 1142 1127 0.001188
2 12 988 2349 0.002477
3 12 28 2262 0.002385
2 7 1145 1207 0.001273
2 12 994 956 0.001008
3 12 41 977 0.001030
3 12 56 1101 0.001161
3 7 216 1352 0.001426
3 7 219 3452 0.003640
3 12 65 1437 0.001515
3 12 70 998 0.001052
3 12 78 1927 0.002032
3 12 84 1404 0.001480
2 41 149 1252 0.001320
3 12 137 1085 0.001144
3 12 139 1356 0.001430
3 12 149 2364 0.002493
2 41 219 1410 0.001487
3 7 317 1088 0.001147
2 12 1142 949 0.001001
2 12 1145 986 0.001040
3 12 216 1108 0.001168
3 12 219 2650 0.002794
3 7 447 1192 0.001257
2 28 898 1160 0.001223
2 7 1645 1083 0.001142
2 41 660 994 0.001048
2 56 219 1180 0.001244
4 5 7 19767 0.020842
4 5 8 2545 0.002683
4 5 12 11662 0.012296
2 65 78 1104 0.001164
4 5 28 1937 0.002042
4 6 7 1262 0.001331
4 5 56 2202 0.002322
4 5 65 1346 0.001419
4 7 8 25344 0.026722
4 7 12 127404 0.134333
4 7 13 1058 0.001116
4 7 15 2963 0.003124
4 5 78 1345 0.001418
4 7 19 1225 0.001292
4 7 22 1389 0.001465
2 65 149 1538 0.001622
4 7 26 2131 0.002247
4 7 28 19429 0.020486
4 7 29 2463 0.002597
4 7 33 2731 0.002880
4 7 41 7026 0.007408
4 8 12 18635 0.019648
4 7 46 1240 0.001307
4 7 47 1478 0.001558
4 7 50 2925 0.003084
4 7 56 16310 0.017197
4 7 57 3074 0.003241
4 8 28 12114 0.012773
4 8 29 2395 0.002525
4 8 33 2610 0.002752
4 7 65 12937 0.013641
4 7 70 6638 0.006999
4 8 41 1010 0.001065
4 7 72 1648 0.001738
4 7 74 4829 0.005092
4 5 139 1015 0.001070
4 7 78 13054 0.013764
4 8 50 1194 0.001259
4 7 84 9558 0.010078
4 7 86 2365 0.002494
4 8 56 2132 0.002248
4 7 87 2309 0.002435
4 5 149 1685 0.001777
4 7 88 4483 0.004727
4 7 90 1457 0.001536
4 7 91 4126 0.004350
4 7 92 2479 0.002614
2 65 219 1811 0.001909
4 8 65 1891 0.001994
4 8 70 1267 0.001336
4 8 78 2085 0.002198
4 8 84 4509 0.004754
4 8 86 2346 0.002474
4 8 87 2080 0.002193
4 8 88 4377 0.004615
4 7 136 4031 0.004250
4 7 137 6874 0.007248
4 7 139 10155 0.010707
4 7 143 1045 0.001102
4 7 146 1527 0.001610
4 7 149 18366 0.019365
4 7 153 1218 0.001284
4 7 156 1810 0.001908
4 5 219 2333 0.002460
4 8 137 1165 0.001228
4 12 15 2199 0.002319
4 8 139 1914 0.002018
2 72 78 1059 0.001117
4 12 22 1131 0.001193
4 8 149 2923 0.003082
4 12 26 1674 0.001765
4 12 28 14163 0.014933
4 12 29 1943 0.002049
4 12 33 2128 0.002244
4 12 41 5375 0.005667
4 12 46 1089 0.001148
4 12 47 1214 0.001280
4 12 50 2513 0.002650
4 7 206 5306 0.005595
4 12 56 9817 0.010351
4 12 57 2564 0.002703
4 7 216 6120 0.006453
4 7 219 23754 0.025046
4 12 65 9338 0.009846
4 12 70 5300 0.005588
4 12 72 1406 0.001482
4 12 74 2957 0.003118
4 7 230 1620 0.001708
4 7 231 1056 0.001113
4 12 78 10056 0.010603
4 5 295 1240 0.001307
4 8 206 3549 0.003742
4 12 84 7238 0.007632
4 12 86 1733 0.001827
4 12 87 1671 0.001762
4 12 88 3458 0.003646
4 12 90 1228 0.001295
4 12 91 3493 0.003683
4 12 92 1368 0.001442
4 8 216 1241 0.001308
4 7 247 2004 0.002113
4 7 248 1049 0.001106
2 70 219 1118 0.001179
4 8 219 3689 0.003890
4 7 255 1843 0.001943
4 7 256 1600 0.001687
4 7 260 1253 0.001321
4 7 261 1007 0.001062
4 7 266 1943 0.002049
4 7 270 4330 0.004565
4 7 274 4090 0.004312
4 7 277 1069 0.001127
4 7 279 5054 0.005329
4 7 282 1224 0.001291
4 12 136 3428 0.003614
4 7 291 2283 0.002407
4 12 137 5270 0.005557
4 12 139 7205 0.007597
4 7 295 8575 0.009041
4 8 266 1727 0.001821
4 12 149 14969 0.015783
4 7 304 4986 0.005257
4 8 277 1005 0.001060
4 8 279 3030 0.003195
4 12 156 1495 0.001576
4 15 65 1148 0.001210
4 7 315 3920 0.004133
4 7 317 7358 0.007758
4 7 322 2533 0.002671
4 8 295 1039 0.001096
4 8 317 1039 0.001096
4 8 322 2321 0.002447
4 7 358 1082 0.001141
4 7 359 957 0.001009
4 12 206 3998 0.004215
4 7 362 2188 0.002307
4 7 365 2258 0.002381
4 12 216 4864 0.005129
4 12 219 17509 0.018461
4 7 379 3560 0.003754
4 7 380 1657 0.001747
4 12 230 1307 0.001378
4 12 247 1246 0.001314
4 12 255 1562 0.001647
4 12 256 1323 0.001395
4 12 260 1068 0.001126
2 78 137 966 0.001019
2 78 139 1146 0.001208
4 12 266 1529 0.001612
4 7 424 2393 0.002523
4 12 270 3077 0.003244
2 78 149 1766 0.001862
4 12 274 3128 0.003298
4 12 279 3642 0.003840
4 7 435 1060 0.001118
4 7 436 1063 0.001121
4 12 282 964 0.001016
4 7 439 4600 0.004850
4 12 291 1821 0.001920
4 7 447 6027 0.006355
4 12 295 4990 0.005261
4 7 453 1005 0.001060
4 12 304 3877 0.004088
4 12 315 3056 0.003222
4 7 471 1162 0.001225
4 12 317 5402 0.005696
4 7 474 985 0.001039
4 12 322 1990 0.002098
4 7 491 5942 0.006265
4 7 492 1292 0.001362
4 7 493 1854 0.001955
4 7 495 1909 0.002013
4 7 497 1123 0.001184
2 78 219 1982 0.002090
4 7 500 1253 0.001321
4 7 505 3309 0.003489
4 7 507 1693 0.001785
4 7 513 2418 0.002550
4 7 515 1198 0.001263
4 12 362 1901 0.002004
4 12 365 1848 0.001949
4 7 522 1278 0.001348
4 7 523 968 0.001021
4 7 532 1064 0.001122
4 12 379 2709 0.002856
4 12 380 1377 0.001452
4 7 535 1191 0.001256
4 7 541 1243 0.001311
2 84 86 962 0.001014
4 7 569 1395 0.001471
4 7 574 1394 0.001470
4 12 424 2099 0.002213
4 7 585 1788 0.001885
4 7 591 1203 0.001268
4 12 439 4010 0.004228
4 7 599 1029 0.001085
4 12 447 4374 0.004612
2 86 87 1071 0.001129
2 84 149 1094 0.001153
4 12 471 1025 0.001081
4 7 632 1495 0.001576
4 7 633 1867 0.001969
4 7 634 2157 0.002274
4 7 641 2344 0.002471
4 7 645 2064 0.002176
4 12 491 3495 0.003685
4 12 492 1083 0.001142
4 12 493 1557 0.001642
4 7 649 1258 0.001326
4 12 495 1600 0.001687
4 12 505 2427 0.002559
4 7 660 1520 0.001603
4 12 507 1534 0.001617
4 7 663 2543 0.002681
4 7 666 1251 0.001319
4 12 513 2036 0.002147
4 7 668 3011 0.003175
4 12 515 1004 0.001059
4 7 671 2051 0.002163
4 12 522 1091 0.001150
4 7 678 1064 0.001122
4 7 679 1458 0.001537
4 28 29 1799 0.001897
4 28 33 1958 0.002064
2 84 219 1297 0.001368
4 7 687 1054 0.001111
4 12 541 1030 0.001086
4 28 50 2273 0.002397
4 28 56 1648 0.001738
4 29 33 2535 0.002673
4 28 65 1379 0.001454
4 12 569 1274 0.001343
4 28 78 1515 0.001597
4 12 574 1138 0.001200
4 28 84 3243 0.003419
4 28 86 1459 0.001538
4 28 87 1327 0.001399
4 7 738 5127 0.005406
4 28 88 3318 0.003498
4 7 739 1029 0.001085
4 12 585 1277 0.001346
4 7 748 1448 0.001527
4 7 763 1249 0.001317
4 7 778 1007 0.001062
4 12 632 1167 0.001230
4 12 633 1438 0.001516
4 12 634 1723 0.001817
4 28 139 1325 0.001397
4 12 641 1774 0.001870
4 28 149 1978 0.002086
4 12 645 1570 0.001655
4 26 219 1052 0.001109
4 12 660 1162 0.001225
4 12 663 2010 0.002119
4 12 666 986 0.001040
4 12 668 2477 0.002612
4 12 671 1595 0.001682
4 12 679 1201 0.001266
4 28 206 3503 0.003694
4 28 216 1358 0.001432
4 7 867 951 0.001003
4 28 219 2506 0.002642
4 12 738 3900 0.004112
4 7 898 3416 0.003602
2 91 219 981 0.001034
4 12 748 1166 0.001229
4 7 917 2360 0.002488
4 12 763 1039 0.001096
4 8 898 3326 0.003507
4 28 279 2911 0.003069
4 7 935 1753 0.001848
4 8 935 1569 0.001654
5 7 8 4386 0.004625
5 7 12 21680 0.022859
4 28 322 1969 0.002076
4 7 988 4380 0.004618
5 7 28 3301 0.003481
4 7 994 2047 0.002158
5 7 41 1198 0.001263
5 8 12 3219 0.003394
5 7 56 2643 0.002787
5 8 28 2076 0.002189
5 7 65 2208 0.002328
4 7 1026 1133 0.001195
5 7 70 1178 0.001242
5 7 78 2254 0.002377
5 7 84 1704 0.001797
4 12 898 2625 0.002768
4 7 1066 1602 0.001689
4 12 917 1982 0.002090
4 12 935 1372 0.001447
5 7 137 1165 0.001228
5 7 139 1700 0.001792
4 7 1102 1129 0.001190
5 7 149 3161 0.003333
4 41 78 1438 0.001516
4 7 1133 972 0.001025
4 7 1142 1081 0.001140
4 12 988 3197 0.003371
5 12 28 2408 0.002539
4 7 1145 1719 0.001812
4 12 994 1427 0.001505
5 12 56 1595 0.001682
5 7 216 989 0.001043
5 7 219 4066 0.004287
5 12 65 1588 0.001674
4 41 139 996 0.001050
5 12 78 1747 0.001842
5 12 84 1299 0.001370
4 41 149 1510 0.001592
4 12 1066 1279 0.001349
5 12 139 1211 0.001277
5 7 295 1397 0.001473
5 12 149 2607 0.002749
4 41 219 1679 0.001770
5 7 317 1278 0.001348
4 12 1145 1354 0.001428
5 12 219 3018 0.003182
5 7 447 1007 0.001062
5 7 491 978 0.001031
4 28 898 2462 0.002596
4 56 65 1094 0.001153
4 28 935 1197 0.001262
4 56 78 1144 0.001206
4 7 1645 1404 0.001480
4 56 139 967 0.001020
4 56 149 1420 0.001497
4 41 660 1502 0.001584
4 41 666 1206 0.001272
4 56 219 1945 0.002051
4 7 1749 1287 0.001357
4 7 1752 1220 0.001286
4 7 1771 1227 0.001294
4 12 1645 1119 0.001180
4 7 1839 1017 0.001072
4 65 78 1484 0.001565
4 12 1749 987 0.001041
4 12 1771 1024 0.001080
6 7 12 1634 0.001723
4 65 139 1081 0.001140
4 65 149 1993 0.002101
4 7 1957 1214 0.001280
4 7 1998 1051 0.001108
4 65 219 2460 0.002594
4 7 2025 1039 0.001096
4 72 78 1386 0.001461
4 70 149 1127 0.001188
4 70 219 1361 0.001435
2 137 139 1316 0.001388
2 137 149 1083 0.001142
4 78 84 1193 0.001258
4 7 2304 1084 0.001143
2 139 149 1678 0.001769
2 137 219 1222 0.001288
4 78 137 1121 0.001182
4 78 139 1379 0.001454
4 78 149 2172 0.002290
2 139 219 1993 0.002101
4 78 216 998 0.001052
4 78 219 2526 0.002663
4 65 645 1075 0.001133
4 65 671 1215 0.001281
4 84 86 1863 0.001964
4 84 87 1740 0.001835
4 84 88 1256 0.001324
4 78 291 973 0.001026
4 86 87 2024 0.002134
4 84 149 1320 0.001392
4 84 219 1642 0.001731
4 28 1957 954 0.001006
2 149 219 11673 0.012308
2 149 256 1151 0.001214
2 149 274 1031 0.001087
2 137 663 1627 0.001715
2 149 304 1165 0.001228
4 91 219 996 0.001050
4 78 634 1019 0.001074
7 8 12 40552 0.042757
7 8 15 1024 0.001080
4 78 738 983 0.001036
7 8 28 24946 0.026303
7 8 29 4950 0.005219
7 8 33 5399 0.005693
7 8 38 1631 0.001720
7 8 41 2313 0.002439
7 8 50 2497 0.002633
7 8 56 3701 0.003902
7 8 57 1068 0.001126
7 8 65 4002 0.004220
7 8 70 2749 0.002899
7 8 74 1084 0.001143
7 8 78 4581 0.004830
7 8 84 10270 0.010829
7 8 86 5258 0.005544
7 8 87 4698 0.004954
7 8 88 9105 0.009600
7 8 89 1506 0.001588
7 8 91 1485 0.001566
7 8 136 1488 0.001569
7 12 13 2168 0.002286
7 8 137 2585 0.002726
7 12 15 4875 0.005140
7 8 139 4034 0.004253
7 12 19 1609 0.001697
7 12 21 1370 0.001445
7 12 22 2601 0.002742
7 8 149 6530 0.006885
7 12 26 3909 0.004122
7 12 28 30492 0.032150
7 12 29 4237 0.004467
7 12 33 4635 0.004887
7 12 38 1443 0.001521
7 12 40 1618 0.001706
7 12 41 12139 0.012799
7 12 42 1614 0.001702
7 12 46 2567 0.002707
7 12 47 2910 0.003068
7 12 50 5725 0.006036
7 12 56 18632 0.019645
7 12 57 5855 0.006173
7 12 65 20250 0.021351
7 12 70 11691 0.012327
7 12 72 3176 0.003349
7 12 74 5465 0.005762
7 12 78 21912 0.023104
7 12 79 995 0.001049
7 8 205 1293 0.001363
7 8 206 7394 0.007796
7 12 84 16437 0.017331
7 12 86 3937 0.004151
7 12 87 3777 0.003982
7 12 88 7696 0.008115
7 8 212 1903 0.002006
7 12 89 1252 0.001320
7 8 213 1484 0.001565
7 12 90 2804 0.002956
7 12 91 8162 0.008606
7 12 92 3164 0.003336
7 8 216 2794 0.002946
7 8 219 7947 0.008379
7 12 103 970 0.001023
7 12 107 951 0.001003
7 12 119 1075 0.001133
7 12 132 1159 0.001222
7 12 136 7865 0.008293
7 12 137 11632 0.012265
7 12 139 15574 0.016421
7 12 140 1071 0.001129
7 8 266 3497 0.003687
7 12 143 1949 0.002055
7 12 146 2259 0.002382
7 8 270 1323 0.001395
7 12 149 34028 0.035879
7 8 274 1243 0.001311
7 12 152 1312 0.001383
7 12 153 1581 0.001667
7 8 277 2063 0.002175
7 12 155 1183 0.001247
7 8 279 6125 0.006458
7 12 156 3375 0.003559
7 15 65 2528 0.002665
7 12 159 1461 0.001540
7 12 162 1084 0.001143
7 8 295 1770 0.001866
7 8 304 1505 0.001587
7 8 315 1254 0.001322
7 8 317 2186 0.002305
7 8 322 4764 0.005023
7 12 205 1191 0.001256
7 12 206 9045 0.009537
7 12 212 1600 0.001687
7 12 213 1374 0.001449
7 12 216 10628 0.011206
7 12 219 38939 0.041057
7 12 221 1475 0.001555
7 12 222 1157 0.001220
7 12 230 3033 0.003198
7 12 231 1991 0.002099
7 12 233 1143 0.001205
7 12 234 1435 0.001513
7 12 236 1325 0.001397
7 12 238 1517 0.001600
7 15 149 1173 0.001237
7 12 247 2792 0.002944
7 12 248 1875 0.001977
7 12 254 1229 0.001296
7 12 255 3448 0.003636
7 8 379 1286 0.001356
7 12 256 3062 0.003229
7 12 260 2443 0.002576
7 12 261 1919 0.002023
7 12 262 1035 0.001091
7 12 266 3335 0.003516
7 12 267 1073 0.001131
7 12 269 1191 0.001256
7 12 270 6730 0.007096
7 12 271 1048 0.001105
7 12 274 6979 0.007359
7 12 277 1791 0.001888
7 8 401 1541 0.001625
7 12 279 7908 0.008338
7 8 403 1357 0.001431
7 12 282 2149 0.002266
7 12 291 3975 0.004191
7 12 293 1214 0.001280
7 12 295 9054 0.009546
7 12 297 1517 0.001600
7 12 304 8692 0.009165
7 12 307 1854 0.001955
7 12 308 1540 0.001624
7 15 219 1393 0.001469
7 12 313 1056 0.001113
7 12 315 6877 0.007251
7 8 439 1781 0.001878
7 12 317 11758 0.012397
7 12 322 4394 0.004633
7 8 447 1978 0.002086
7 12 325 1658 0.001748
7 12 331 950 0.001002
7 12 332 1016 0.001071
7 12 339 1616 0.001704
7 12 340 1605 0.001692
7 12 354 982 0.001035
7 12 355 1564 0.001649
7 12 357 1233 0.001300
7 12 358 2089 0.002203
7 12 359 1728 0.001822
7 12 362 4301 0.004535
7 12 364 1137 0.001199
7 12 365 4065 0.004286
7 8 491 1271 0.001340
4 88 898 1182 0.001246
7 12 373 1007 0.001062
7 12 379 6113 0.006445
7 12 380 3311 0.003491
7 8 505 1015 0.001070
7 12 383 1112 0.001172
7 12 398 1578 0.001664
7 12 401 1397 0.001473
7 12 403 1172 0.001236
7 12 423 1570 0.001655
7 12 424 4701 0.004957
7 12 425 1223 0.001290
2 149 988 2428 0.002560
7 12 435 2113 0.002228
7 12 436 2033 0.002144
7 12 439 9112 0.009608
7 12 446 1104 0.001164
7 12 447 9369 0.009879
7 12 449 1648 0.001738
7 12 453 1938 0.002043
7 12 456 1534 0.001617
7 12 468 1475 0.001555
7 12 471 2302 0.002427
7 12 473 977 0.001030
7 12 474 1910 0.002014
7 12 483 1194 0.001259
7 12 491 6450 0.006801
7 12 492 2513 0.002650
7 12 493 3436 0.003623
7 12 495 3650 0.003849
7 12 497 2105 0.002219
7 12 499 1057 0.001114
7 12 500 2043 0.002154
7 12 505 5314 0.005603
7 12 507 3573 0.003767
7 12 509 1299 0.001370
7 8 633 1114 0.001175
7 12 513 4758 0.005017
7 12 515 2262 0.002385
7 12 517 964 0.001016
7 12 521 1068 0.001126
7 12 522 2465 0.002599
7 12 523 1838 0.001938
7 28 29 3688 0.003889
7 12 526 1015 0.001070
7 28 33 4020 0.004239
7 22 219 1007 0.001062
7 12 529 1018 0.001073
7 12 532 2111 0.002226
7 28 38 1338 0.001411
7 12 535 2008 0.002117
7 28 41 1509 0.001591
7 12 538 1875 0.001977
7 12 541 2340 0.002467
7 8 668 1119 0.001180
7 28 50 5006 0.005278
7 28 56 2706 0.002853
7 12 556 1345 0.001418
7 29 33 5193 0.005475
7 28 65 2910 0.003068
7 12 564 983 0.001036
7 29 38 1503 0.001585
7 12 565 1042 0.001099
7 28 70 1879 0.001981
7 12 568 956 0.001008
7 12 569 2876 0.003032
7 28 78 3259 0.003436
7 12 574 2579 0.002719
7 28 84 7442 0.007847
7 12 580 963 0.001015
7 28 86 3319 0.003500
7 28 87 3019 0.003183
7 26 149 2225 0.002346
7 12 583 1412 0.001489
7 28 88 6773 0.007141
7 28 89 1180 0.001244
7 12 585 2952 0.003113
7 28 91 1177 0.001241
7 12 588 1065 0.001123
7 12 591 1609 0.001697
7 12 599 1979 0.002087
7 12 604 1510 0.001592
7 29 84 1278 0.001348
7 8 738 1817 0.001916
7 29 88 1529 0.001612
3 149 219 2495 0.002631
7 28 136 1203 0.001268
7 12 632 2626 0.002769
7 28 137 1849 0.001950
7 12 633 3180 0.003353
7 12 634 3833 0.004041
7 28 139 2738 0.002887
7 12 641 3906 0.004118
7 28 149 4411 0.004651
7 12 645 3388 0.003572
7 12 649 1695 0.001787
7 12 651 1154 0.001217
7 26 219 2463 0.002597
7 12 658 958 0.001010
7 12 659 1430 0.001508
7 12 660 2765 0.002915
7 12 661 1353 0.001427
7 12 663 4413 0.004653
7 12 666 2254 0.002377
7 12 668 5548 0.005850
7 12 671 3489 0.003679
7 12 673 1063 0.001121
7 12 678 1750 0.001845
7 12 679 2687 0.002833
7 12 687 2026 0.002136
7 12 688 1397 0.001473
7 33 38 1594 0.001681
7 12 698 1082 0.001141
7 28 205 1066 0.001124
7 28 206 7390 0.007792
7 28 212 1538 0.001622
7 28 213 1237 0.001304
7 28 216 3022 0.003186
7 28 219 5353 0.005644
7 33 84 1394 0.001470
7 12 738 8865 0.009347
7 33 88 1646 0.001736
7 12 739 1880 0.001982
7 12 748 2633 0.002776
7 12 754 1003 0.001058
7 8 880 1764 0.001860
7 28 266 1602 0.001689
7 12 763 2415 0.002546
7 28 277 1647 0.001737
7 12 773 1128 0.001189
7 12 774 1467 0.001547
7 8 898 6962 0.007341
7 28 279 5930 0.006253
7 12 776 1279 0.001349
7 12 778 1931 0.002036
7 28 295 1388 0.001463
7 12 794 1067 0.001125
7 28 304 1026 0.001082
7 8 935 3143 0.003314
7 28 317 1624 0.001712
7 28 322 4019 0.004238
7 12 830 1732 0.001826
7 12 838 975 0.001028
7 12 846 1600 0.001687
7 8 988 1671 0.001762
7 12 867 1721 0.001815
7 12 871 1572 0.001657
7 12 880 1472 0.001552
7 12 883 1463 0.001543
7 12 886 1050 0.001107
7 12 890 1094 0.001153
7 28 401 1380 0.001455
7 12 898 5907 0.006228
7 28 403 1083 0.001142
7 12 902 1442 0.001520
7 12 917 4581 0.004830
7 28 424 1000 0.001054
7 8 1051 1104 0.001164
7 8 1053 1221 0.001287
7 33 279 957 0.001009
7 28 439 1453 0.001532
7 12 935 2911 0.003069
7 8 1066 1031 0.001087
7 28 447 1398 0.001474
7 41 56 1289 0.001359
7 41 65 1665 0.001756
7 41 70 1351 0.001424
7 12 971 1305 0.001376
7 12 975 1317 0.001389
7 42 47 1609 0.001697
7 41 78 3168 0.003340
7 41 84 1277 0.001346
7 28 491 954 0.001006
7 12 988 7235 0.007628
8 12 28 19460 0.020518
8 12 29 3923 0.004136
8 12 33 4285 0.004518
7 12 994 3133 0.003303
8 12 38 1328 0.001400
7 12 1000 1621 0.001709
7 12 1001 1014 0.001069
8 12 41 1926 0.002031
8 12 50 2105 0.002219
7 8 1139 1758 0.001854
8 12 56 2727 0.002875
7 8 1141 1104 0.001164
8 12 57 951 0.001003
7 12 1019 1561 0.001646
7 12 1020 1525 0.001608
7 12 1024 1294 0.001364
8 12 65 3197 0.003371
7 12 1026 1997 0.002106
8 12 70 2337 0.002464
7 12 1031 1366 0.001440
